Modelo,Pooling,out_emb_size,Nhid,STS12,STS13,STS14,STS15,STS16
roberta-base,DY5-NS_AVGL4L,torch.Size([3840]),0,"{'pearson': {'mean': np.float64(0.33748889156758716), 'wmean': np.float64(0.29560897495968197)}, 'spearman': {'mean': np.float64(0.43241057435621116), 'wmean': np.float64(0.4046457605083514)}}","{'pearson': {'mean': np.float64(0.0015878864512197572), 'wmean': np.float64(-0.029158292497739702)}, 'spearman': {'mean': np.float64(0.03758056621885559), 'wmean': np.float64(0.012801503121527124)}}","{'pearson': {'mean': np.float64(0.07592353915605955), 'wmean': np.float64(0.0980907184387572)}, 'spearman': {'mean': np.float64(0.16312637176171715), 'wmean': np.float64(0.19420222807660992)}}","{'pearson': {'mean': np.float64(0.21212869645493798), 'wmean': np.float64(0.25584339657630784)}, 'spearman': {'mean': np.float64(0.31116256758781796), 'wmean': np.float64(0.3491781609384867)}}","{'pearson': {'mean': np.float64(0.20316701396740916), 'wmean': np.float64(0.18678669569212886)}, 'spearman': {'mean': np.float64(0.2505833514290798), 'wmean': np.float64(0.23575565855926958)}}"
roberta-base,CLS_SUMALL,torch.Size([768]),0,"{'pearson': {'mean': np.float64(0.37842494672009397), 'wmean': np.float64(0.3608771218958936)}, 'spearman': {'mean': np.float64(0.46164936302700516), 'wmean': np.float64(0.4578070465930758)}}","{'pearson': {'mean': np.float64(0.1687921584604564), 'wmean': np.float64(0.21956962013235304)}, 'spearman': {'mean': np.float64(0.22030021133351485), 'wmean': np.float64(0.2764900100548612)}}","{'pearson': {'mean': np.float64(0.2888613564199753), 'wmean': np.float64(0.28990290959688053)}, 'spearman': {'mean': np.float64(0.37025186455121933), 'wmean': np.float64(0.37786111666641947)}}","{'pearson': {'mean': np.float64(0.3421651196202328), 'wmean': np.float64(0.40959083164454874)}, 'spearman': {'mean': np.float64(0.4576349760291434), 'wmean': np.float64(0.499738758690919)}}","{'pearson': {'mean': np.float64(0.3188970617701826), 'wmean': np.float64(0.3203824814697261)}, 'spearman': {'mean': np.float64(0.5285577286225622), 'wmean': np.float64(0.5369369977781534)}}"
roberta-base,AVG_SUMALL,torch.Size([768]),0,"{'pearson': {'mean': np.float64(0.29541214851870157), 'wmean': np.float64(0.26889312092975615)}, 'spearman': {'mean': np.float64(0.4117490972225033), 'wmean': np.float64(0.40310506926975315)}}","{'pearson': {'mean': np.float64(0.10020539653230305), 'wmean': np.float64(0.11614018111343916)}, 'spearman': {'mean': np.float64(0.20222095228734627), 'wmean': np.float64(0.23999140752724968)}}","{'pearson': {'mean': np.float64(0.1394376904842599), 'wmean': np.float64(0.15998213043152612)}, 'spearman': {'mean': np.float64(0.2605784764119951), 'wmean': np.float64(0.28436235232316176)}}","{'pearson': {'mean': np.float64(0.2457792912023323), 'wmean': np.float64(0.2963077269069422)}, 'spearman': {'mean': np.float64(0.3444681237300875), 'wmean': np.float64(0.4006525998430493)}}","{'pearson': {'mean': np.float64(0.3359784054066305), 'wmean': np.float64(0.34614450624971377)}, 'spearman': {'mean': np.float64(0.46551118613479375), 'wmean': np.float64(0.4761374530191344)}}"
roberta-base,SUM_SUMALL,torch.Size([768]),0,"{'pearson': {'mean': np.float64(0.29541286056939864), 'wmean': np.float64(0.26889391136882473)}, 'spearman': {'mean': np.float64(0.41181293123953433), 'wmean': np.float64(0.40314429279628006)}}","{'pearson': {'mean': np.float64(0.10020529108413996), 'wmean': np.float64(0.11614017490261057)}, 'spearman': {'mean': np.float64(0.20222609324055388), 'wmean': np.float64(0.2399972700562356)}}","{'pearson': {'mean': np.float64(0.1394381954934213), 'wmean': np.float64(0.15998254344170137)}, 'spearman': {'mean': np.float64(0.2605835087057898), 'wmean': np.float64(0.2843682037372149)}}","{'pearson': {'mean': np.float64(0.24577941850949162), 'wmean': np.float64(0.29630767480926)}, 'spearman': {'mean': np.float64(0.3444589793488329), 'wmean': np.float64(0.40064211628588176)}}","{'pearson': {'mean': np.float64(0.3359782521419362), 'wmean': np.float64(0.34614432354265917)}, 'spearman': {'mean': np.float64(0.46549441652932266), 'wmean': np.float64(0.47612020123685184)}}"
roberta-base,MAX_SUMALL,torch.Size([768]),0,"{'pearson': {'mean': np.float64(0.5348012497053778), 'wmean': np.float64(0.5279372395078528)}, 'spearman': {'mean': np.float64(0.55759361209388), 'wmean': np.float64(0.5543508788758684)}}","{'pearson': {'mean': np.float64(0.38341449384737863), 'wmean': np.float64(0.4502482210749619)}, 'spearman': {'mean': np.float64(0.3963067677444599), 'wmean': np.float64(0.460680769322352)}}","{'pearson': {'mean': np.float64(0.5588957066946283), 'wmean': np.float64(0.5635490923565908)}, 'spearman': {'mean': np.float64(0.5572402717319463), 'wmean': np.float64(0.5634639829256818)}}","{'pearson': {'mean': np.float64(0.6438759292373122), 'wmean': np.float64(0.6649617093235844)}, 'spearman': {'mean': np.float64(0.645485646132657), 'wmean': np.float64(0.669133031608129)}}","{'pearson': {'mean': np.float64(0.623626673005026), 'wmean': np.float64(0.6310649736156274)}, 'spearman': {'mean': np.float64(0.626165202967127), 'wmean': np.float64(0.6337613253424222)}}"
roberta-base,AVG-NS_SUMALL,torch.Size([768]),0,"{'pearson': {'mean': np.float64(0.29408571845188874), 'wmean': np.float64(0.26740245198194257)}, 'spearman': {'mean': np.float64(0.40844843004741954), 'wmean': np.float64(0.40000402104715477)}}","{'pearson': {'mean': np.float64(0.10020375263037429), 'wmean': np.float64(0.11602526855460153)}, 'spearman': {'mean': np.float64(0.2016099743568546), 'wmean': np.float64(0.2388489641356135)}}","{'pearson': {'mean': np.float64(0.1392881294435727), 'wmean': np.float64(0.1598729692850844)}, 'spearman': {'mean': np.float64(0.2600632014030449), 'wmean': np.float64(0.28376502152454014)}}","{'pearson': {'mean': np.float64(0.2445905958537855), 'wmean': np.float64(0.2949450564948123)}, 'spearman': {'mean': np.float64(0.3396175936451862), 'wmean': np.float64(0.3947251431075242)}}","{'pearson': {'mean': np.float64(0.3361302244356508), 'wmean': np.float64(0.3463164420104107)}, 'spearman': {'mean': np.float64(0.4657980352961357), 'wmean': np.float64(0.47648387713852947)}}"
roberta-base,SUM-NS_SUMALL,torch.Size([768]),0,"{'pearson': {'mean': np.float64(0.2940866951978764), 'wmean': np.float64(0.267403170585562)}, 'spearman': {'mean': np.float64(0.408409684776691), 'wmean': np.float64(0.39998189594513067)}}","{'pearson': {'mean': np.float64(0.10020432719733989), 'wmean': np.float64(0.11602590517342619)}, 'spearman': {'mean': np.float64(0.20161549048879077), 'wmean': np.float64(0.23885619608296071)}}","{'pearson': {'mean': np.float64(0.139287896697447), 'wmean': np.float64(0.15987262436519192)}, 'spearman': {'mean': np.float64(0.26004029010336466), 'wmean': np.float64(0.28375161602900323)}}","{'pearson': {'mean': np.float64(0.24458949579089256), 'wmean': np.float64(0.29494434431464805)}, 'spearman': {'mean': np.float64(0.3396205481403728), 'wmean': np.float64(0.3947281141603101)}}","{'pearson': {'mean': np.float64(0.33612775860116123), 'wmean': np.float64(0.3463138584322012)}, 'spearman': {'mean': np.float64(0.4658115855359431), 'wmean': np.float64(0.4764978153561132)}}"
roberta-base,MAX-NS_SUMALL,torch.Size([768]),0,"{'pearson': {'mean': np.float64(0.3998583640973069), 'wmean': np.float64(0.39644887590020744)}, 'spearman': {'mean': np.float64(0.5078308600784289), 'wmean': np.float64(0.5122789901902621)}}","{'pearson': {'mean': np.float64(0.35669237769106305), 'wmean': np.float64(0.40835188436866293)}, 'spearman': {'mean': np.float64(0.39673720329009726), 'wmean': np.float64(0.458221977964865)}}","{'pearson': {'mean': np.float64(0.45502023919863904), 'wmean': np.float64(0.4571293482316714)}, 'spearman': {'mean': np.float64(0.5370525377157503), 'wmean': np.float64(0.5445082035325653)}}","{'pearson': {'mean': np.float64(0.43868510623555873), 'wmean': np.float64(0.4337833525764194)}, 'spearman': {'mean': np.float64(0.5402245987928843), 'wmean': np.float64(0.5392445634576634)}}","{'pearson': {'mean': np.float64(0.5382532311457844), 'wmean': np.float64(0.5436020076563508)}, 'spearman': {'mean': np.float64(0.6117545422080168), 'wmean': np.float64(0.619262698644076)}}"
roberta-base,CLS+AVG_SUMALL,torch.Size([1536]),0,"{'pearson': {'mean': np.float64(0.29174214394461967), 'wmean': np.float64(0.26502048000862793)}, 'spearman': {'mean': np.float64(0.408439375160757), 'wmean': np.float64(0.39991092700097103)}}","{'pearson': {'mean': np.float64(0.10092620013265774), 'wmean': np.float64(0.11720458292957138)}, 'spearman': {'mean': np.float64(0.20279421420018884), 'wmean': np.float64(0.241082332773894)}}","{'pearson': {'mean': np.float64(0.14019020633870963), 'wmean': np.float64(0.16015776216568792)}, 'spearman': {'mean': np.float64(0.26268691471065164), 'wmean': np.float64(0.2858297544558325)}}","{'pearson': {'mean': np.float64(0.24775224372594934), 'wmean': np.float64(0.2975814181571359)}, 'spearman': {'mean': np.float64(0.34616762012599717), 'wmean': np.float64(0.4019406339473262)}}","{'pearson': {'mean': np.float64(0.3385446488077394), 'wmean': np.float64(0.3487158766830766)}, 'spearman': {'mean': np.float64(0.46795524233265606), 'wmean': np.float64(0.47865283914330986)}}"
roberta-base,CLS+SUM_SUMALL,torch.Size([1536]),0,"{'pearson': {'mean': np.float64(0.2954429495693303), 'wmean': np.float64(0.26892424142448357)}, 'spearman': {'mean': np.float64(0.4116982606684406), 'wmean': np.float64(0.4030917504718469)}}","{'pearson': {'mean': np.float64(0.10016162201728514), 'wmean': np.float64(0.11608030790895221)}, 'spearman': {'mean': np.float64(0.2022444379538095), 'wmean': np.float64(0.24002425502054833)}}","{'pearson': {'mean': np.float64(0.1394323108016193), 'wmean': np.float64(0.15997234813331784)}, 'spearman': {'mean': np.float64(0.26056049351871163), 'wmean': np.float64(0.28434365152385077)}}","{'pearson': {'mean': np.float64(0.24576471169177205), 'wmean': np.float64(0.2962902645155947)}, 'spearman': {'mean': np.float64(0.3444287004711287), 'wmean': np.float64(0.4006153506865407)}}","{'pearson': {'mean': np.float64(0.33598645115805914), 'wmean': np.float64(0.34615008197191816)}, 'spearman': {'mean': np.float64(0.4655188090426511), 'wmean': np.float64(0.47613596305254485)}}"
roberta-base,CLS+MAX_SUMALL,torch.Size([1536]),0,"{'pearson': {'mean': np.float64(0.5307744240391761), 'wmean': np.float64(0.5245343596477613)}, 'spearman': {'mean': np.float64(0.5550893083522741), 'wmean': np.float64(0.5526241819003997)}}","{'pearson': {'mean': np.float64(0.37255068421210774), 'wmean': np.float64(0.43874417187432657)}, 'spearman': {'mean': np.float64(0.3875812914032701), 'wmean': np.float64(0.4525776644463105)}}","{'pearson': {'mean': np.float64(0.547365560397658), 'wmean': np.float64(0.552461723342983)}, 'spearman': {'mean': np.float64(0.5492441528827087), 'wmean': np.float64(0.5556348810433344)}}","{'pearson': {'mean': np.float64(0.6329186628872971), 'wmean': np.float64(0.655739056089227)}, 'spearman': {'mean': np.float64(0.6363675681844383), 'wmean': np.float64(0.6614423590177668)}}","{'pearson': {'mean': np.float64(0.6190080819927928), 'wmean': np.float64(0.6265624980039771)}, 'spearman': {'mean': np.float64(0.6241838175611829), 'wmean': np.float64(0.631988550836495)}}"
roberta-base,CLS+AVG-NS_SUMALL,torch.Size([1536]),0,"{'pearson': {'mean': np.float64(0.2910715232940325), 'wmean': np.float64(0.2640992137275822)}, 'spearman': {'mean': np.float64(0.4058531857025277), 'wmean': np.float64(0.3974777222731271)}}","{'pearson': {'mean': np.float64(0.10118279901347403), 'wmean': np.float64(0.11740753185551822)}, 'spearman': {'mean': np.float64(0.2024946066751331), 'wmean': np.float64(0.2403986584974366)}}","{'pearson': {'mean': np.float64(0.14031665605616664), 'wmean': np.float64(0.1602854406604375)}, 'spearman': {'mean': np.float64(0.2624436271934642), 'wmean': np.float64(0.2855268978000907)}}","{'pearson': {'mean': np.float64(0.24668797773807022), 'wmean': np.float64(0.2963642442119774)}, 'spearman': {'mean': np.float64(0.3416873070220789), 'wmean': np.float64(0.396346066833816)}}","{'pearson': {'mean': np.float64(0.33868124784936093), 'wmean': np.float64(0.34886663747050817)}, 'spearman': {'mean': np.float64(0.46841085298485696), 'wmean': np.float64(0.4791275481162054)}}"
roberta-base,CLS+SUM-NS_SUMALL,torch.Size([1536]),0,"{'pearson': {'mean': np.float64(0.29411820883504997), 'wmean': np.float64(0.26743469906741596)}, 'spearman': {'mean': np.float64(0.4085350278707298), 'wmean': np.float64(0.40007647246690825)}}","{'pearson': {'mean': np.float64(0.1001582506937269), 'wmean': np.float64(0.11596436526143698)}, 'spearman': {'mean': np.float64(0.2015783185569988), 'wmean': np.float64(0.23881495913491135)}}","{'pearson': {'mean': np.float64(0.1392822183062865), 'wmean': np.float64(0.1598628786044677)}, 'spearman': {'mean': np.float64(0.26000792305418585), 'wmean': np.float64(0.2837109218435662)}}","{'pearson': {'mean': np.float64(0.24457286159751632), 'wmean': np.float64(0.2949241624176529)}, 'spearman': {'mean': np.float64(0.33959308016540557), 'wmean': np.float64(0.39469895622807005)}}","{'pearson': {'mean': np.float64(0.3361447480005274), 'wmean': np.float64(0.3463284526378895)}, 'spearman': {'mean': np.float64(0.4657657635248576), 'wmean': np.float64(0.47645262426680257)}}"
roberta-base,CLS+MAX-NS_SUMALL,torch.Size([1536]),0,"{'pearson': {'mean': np.float64(0.39650105021648707), 'wmean': np.float64(0.39447146318065784)}, 'spearman': {'mean': np.float64(0.5054907177316379), 'wmean': np.float64(0.5108413518195772)}}","{'pearson': {'mean': np.float64(0.34843662310755213), 'wmean': np.float64(0.4002595652544085)}, 'spearman': {'mean': np.float64(0.3886645010756), 'wmean': np.float64(0.4503815535762978)}}","{'pearson': {'mean': np.float64(0.4451662369648097), 'wmean': np.float64(0.44887001081316996)}, 'spearman': {'mean': np.float64(0.5289464471408482), 'wmean': np.float64(0.5366176271027798)}}","{'pearson': {'mean': np.float64(0.4319117335647918), 'wmean': np.float64(0.4292604124993793)}, 'spearman': {'mean': np.float64(0.5309194025561574), 'wmean': np.float64(0.5315300741068478)}}","{'pearson': {'mean': np.float64(0.5366962446974719), 'wmean': np.float64(0.5422839772451342)}, 'spearman': {'mean': np.float64(0.6098458025626088), 'wmean': np.float64(0.6175721238071094)}}"
roberta-base,DY3_SUMALL,torch.Size([2304]),0,"{'pearson': {'mean': np.float64(0.34250222505283434), 'wmean': np.float64(0.3026008172844367)}, 'spearman': {'mean': np.float64(0.45342057560728033), 'wmean': np.float64(0.42569047957499095)}}","{'pearson': {'mean': np.float64(0.0339520520192385), 'wmean': np.float64(0.01761054013259966)}, 'spearman': {'mean': np.float64(0.12652878439870008), 'wmean': np.float64(0.13462898674182974)}}","{'pearson': {'mean': np.float64(0.10849815238259898), 'wmean': np.float64(0.13844572035777147)}, 'spearman': {'mean': np.float64(0.22478353116062322), 'wmean': np.float64(0.2624370419164826)}}","{'pearson': {'mean': np.float64(0.2135430045450112), 'wmean': np.float64(0.268849352051924)}, 'spearman': {'mean': np.float64(0.29829881413624626), 'wmean': np.float64(0.3592777857953075)}}","{'pearson': {'mean': np.float64(0.10407841547453481), 'wmean': np.float64(0.09829243340035364)}, 'spearman': {'mean': np.float64(0.21299231054608697), 'wmean': np.float64(0.20765747090351855)}}"
roberta-base,DY3-NS_SUMALL,torch.Size([2304]),0,"{'pearson': {'mean': np.float64(0.32772195381173563), 'wmean': np.float64(0.2958151840526814)}, 'spearman': {'mean': np.float64(0.44325193324145806), 'wmean': np.float64(0.4281877988278712)}}","{'pearson': {'mean': np.float64(0.07816853022911774), 'wmean': np.float64(0.08238426420475095)}, 'spearman': {'mean': np.float64(0.17741768249218767), 'wmean': np.float64(0.20596803281251383)}}","{'pearson': {'mean': np.float64(0.09986551366211698), 'wmean': np.float64(0.12202883374385437)}, 'spearman': {'mean': np.float64(0.21471734814864582), 'wmean': np.float64(0.24500458555364407)}}","{'pearson': {'mean': np.float64(0.20110434697090476), 'wmean': np.float64(0.25425690232839676)}, 'spearman': {'mean': np.float64(0.287785092713918), 'wmean': np.float64(0.34399406414867123)}}","{'pearson': {'mean': np.float64(0.13548896937138485), 'wmean': np.float64(0.12552836366671954)}, 'spearman': {'mean': np.float64(0.23952969414123548), 'wmean': np.float64(0.22998282419949176)}}"
roberta-base,DY5_SUMALL,torch.Size([3840]),0,"{'pearson': {'mean': np.float64(0.3363415714098713), 'wmean': np.float64(0.30796826273561945)}, 'spearman': {'mean': np.float64(0.41843204410938134), 'wmean': np.float64(0.4106756329247129)}}","{'pearson': {'mean': np.float64(0.019848431025490432), 'wmean': np.float64(-0.007214959189641386)}, 'spearman': {'mean': np.float64(0.09301506526729049), 'wmean': np.float64(0.0791817935759704)}}","{'pearson': {'mean': np.float64(0.1436726510615619), 'wmean': np.float64(0.17518543495793887)}, 'spearman': {'mean': np.float64(0.22703322778992616), 'wmean': np.float64(0.26081089276873815)}}","{'pearson': {'mean': np.float64(0.13265319626255334), 'wmean': np.float64(0.18517053117732238)}, 'spearman': {'mean': np.float64(0.15375932761953356), 'wmean': np.float64(0.2120437142837801)}}","{'pearson': {'mean': np.float64(0.13583090507427048), 'wmean': np.float64(0.12976622186992576)}, 'spearman': {'mean': np.float64(0.23590219967099751), 'wmean': np.float64(0.23228426941871086)}}"
roberta-base,DY5-NS_SUMALL,torch.Size([3840]),0,"{'pearson': {'mean': np.float64(0.33493410160701415), 'wmean': np.float64(0.2928087679525914)}, 'spearman': {'mean': np.float64(0.43392576457419574), 'wmean': np.float64(0.40599408709602686)}}","{'pearson': {'mean': np.float64(-0.002812157992242289), 'wmean': np.float64(-0.03209259442341507)}, 'spearman': {'mean': np.float64(0.03514135084244762), 'wmean': np.float64(0.011841540359055106)}}","{'pearson': {'mean': np.float64(0.07314672102451959), 'wmean': np.float64(0.09717287802435236)}, 'spearman': {'mean': np.float64(0.16209432940964005), 'wmean': np.float64(0.19606665438547669)}}","{'pearson': {'mean': np.float64(0.20968750683269027), 'wmean': np.float64(0.25439850495087796)}, 'spearman': {'mean': np.float64(0.3200772600531101), 'wmean': np.float64(0.3557948779379666)}}","{'pearson': {'mean': np.float64(0.19647118786409304), 'wmean': np.float64(0.17952031807370195)}, 'spearman': {'mean': np.float64(0.2516816289687819), 'wmean': np.float64(0.23663568007530775)}}"
roberta-base,CLS_AVGALL,torch.Size([768]),0,"{'pearson': {'mean': np.float64(0.37900489788787173), 'wmean': np.float64(0.3612906115605624)}, 'spearman': {'mean': np.float64(0.4618596499867545), 'wmean': np.float64(0.45804344359903915)}}","{'pearson': {'mean': np.float64(0.1695358065332231), 'wmean': np.float64(0.22045700973559618)}, 'spearman': {'mean': np.float64(0.22177678721126404), 'wmean': np.float64(0.27796351518093904)}}","{'pearson': {'mean': np.float64(0.2884203290317045), 'wmean': np.float64(0.28956227574152354)}, 'spearman': {'mean': np.float64(0.3696231206036041), 'wmean': np.float64(0.37737932513569705)}}","{'pearson': {'mean': np.float64(0.3419645882549467), 'wmean': np.float64(0.40934156174606384)}, 'spearman': {'mean': np.float64(0.4575944276680063), 'wmean': np.float64(0.49967969006134405)}}","{'pearson': {'mean': np.float64(0.31706809357693644), 'wmean': np.float64(0.31869226536469286)}, 'spearman': {'mean': np.float64(0.5268716253955725), 'wmean': np.float64(0.5354261521036867)}}"
roberta-base,AVG_AVGALL,torch.Size([768]),0,"{'pearson': {'mean': np.float64(0.29541219884614883), 'wmean': np.float64(0.2688931376574252)}, 'spearman': {'mean': np.float64(0.4117229067105234), 'wmean': np.float64(0.4030925365303361)}}","{'pearson': {'mean': np.float64(0.10020607489109216), 'wmean': np.float64(0.11614124410931258)}, 'spearman': {'mean': np.float64(0.20222590801059523), 'wmean': np.float64(0.23999713128714315)}}","{'pearson': {'mean': np.float64(0.1394382294728156), 'wmean': np.float64(0.15998251041081402)}, 'spearman': {'mean': np.float64(0.26058335092505974), 'wmean': np.float64(0.2843693379220445)}}","{'pearson': {'mean': np.float64(0.2457792686942352), 'wmean': np.float64(0.29630773057136056)}, 'spearman': {'mean': np.float64(0.3444411971753367), 'wmean': np.float64(0.4006310160949857)}}","{'pearson': {'mean': np.float64(0.3359771843600701), 'wmean': np.float64(0.34614319472415217)}, 'spearman': {'mean': np.float64(0.46552139475754767), 'wmean': np.float64(0.4761479528712823)}}"
roberta-base,SUM_AVGALL,torch.Size([768]),0,"{'pearson': {'mean': np.float64(0.2954118159223158), 'wmean': np.float64(0.26889274989876305)}, 'spearman': {'mean': np.float64(0.41181895410051705), 'wmean': np.float64(0.40314775706296585)}}","{'pearson': {'mean': np.float64(0.10020560137669049), 'wmean': np.float64(0.11614054845847155)}, 'spearman': {'mean': np.float64(0.2022321086766705), 'wmean': np.float64(0.24000550817827343)}}","{'pearson': {'mean': np.float64(0.1394375746301787), 'wmean': np.float64(0.15998216299449267)}, 'spearman': {'mean': np.float64(0.26057979877586407), 'wmean': np.float64(0.28436507542868084)}}","{'pearson': {'mean': np.float64(0.24577919154757297), 'wmean': np.float64(0.2963075860394863)}, 'spearman': {'mean': np.float64(0.34444508653567246), 'wmean': np.float64(0.4006335297436466)}}","{'pearson': {'mean': np.float64(0.33597740536134024), 'wmean': np.float64(0.3461434428653044)}, 'spearman': {'mean': np.float64(0.46552480727209256), 'wmean': np.float64(0.4761514627386583)}}"
roberta-base,MAX_AVGALL,torch.Size([768]),0,"{'pearson': {'mean': np.float64(0.5348017006373993), 'wmean': np.float64(0.5279375133409782)}, 'spearman': {'mean': np.float64(0.5576358853412821), 'wmean': np.float64(0.5543726515818818)}}","{'pearson': {'mean': np.float64(0.38341425611133184), 'wmean': np.float64(0.4502481655233615)}, 'spearman': {'mean': np.float64(0.39631392778212643), 'wmean': np.float64(0.46068918584772195)}}","{'pearson': {'mean': np.float64(0.5588956286109453), 'wmean': np.float64(0.5635488922763384)}, 'spearman': {'mean': np.float64(0.5572407027461342), 'wmean': np.float64(0.5634647053275614)}}","{'pearson': {'mean': np.float64(0.6438763839724229), 'wmean': np.float64(0.6649620416756796)}, 'spearman': {'mean': np.float64(0.6454897227595865), 'wmean': np.float64(0.6691362563822333)}}","{'pearson': {'mean': np.float64(0.6236266694303818), 'wmean': np.float64(0.6310649899283376)}, 'spearman': {'mean': np.float64(0.6261592036422591), 'wmean': np.float64(0.6337560475993088)}}"
roberta-base,AVG-NS_AVGALL,torch.Size([768]),0,"{'pearson': {'mean': np.float64(0.2940859356436832), 'wmean': np.float64(0.26740250651619335)}, 'spearman': {'mean': np.float64(0.40827578860788194), 'wmean': np.float64(0.399888513066901)}}","{'pearson': {'mean': np.float64(0.10020419879772217), 'wmean': np.float64(0.11602584169983599)}, 'spearman': {'mean': np.float64(0.2016188554729096), 'wmean': np.float64(0.23886331981899867)}}","{'pearson': {'mean': np.float64(0.13928771667604378), 'wmean': np.float64(0.15987256708927608)}, 'spearman': {'mean': np.float64(0.2600554133646639), 'wmean': np.float64(0.2837607473431657)}}","{'pearson': {'mean': np.float64(0.24459043876934014), 'wmean': np.float64(0.29494512265218265)}, 'spearman': {'mean': np.float64(0.33962797968391073), 'wmean': np.float64(0.39473603385894673)}}","{'pearson': {'mean': np.float64(0.33613094273144234), 'wmean': np.float64(0.34631713283825405)}, 'spearman': {'mean': np.float64(0.4658016803121088), 'wmean': np.float64(0.4764879086945336)}}"
roberta-base,SUM-NS_AVGALL,torch.Size([768]),0,"{'pearson': {'mean': np.float64(0.2940861117218958), 'wmean': np.float64(0.26740276101079713)}, 'spearman': {'mean': np.float64(0.4083059956495368), 'wmean': np.float64(0.39991547298818)}}","{'pearson': {'mean': np.float64(0.10020395924275134), 'wmean': np.float64(0.1160254551343813)}, 'spearman': {'mean': np.float64(0.20161195056733083), 'wmean': np.float64(0.23885438864771166)}}","{'pearson': {'mean': np.float64(0.13928784552549914), 'wmean': np.float64(0.15987271869110264)}, 'spearman': {'mean': np.float64(0.260054491255044), 'wmean': np.float64(0.2837619131318969)}}","{'pearson': {'mean': np.float64(0.2445905341209845), 'wmean': np.float64(0.2949449221596921)}, 'spearman': {'mean': np.float64(0.33961355563731127), 'wmean': np.float64(0.39472662970644085)}}","{'pearson': {'mean': np.float64(0.33612965506190007), 'wmean': np.float64(0.3463158905312138)}, 'spearman': {'mean': np.float64(0.4658047770396155), 'wmean': np.float64(0.47649081358589807)}}"
roberta-base,MAX-NS_AVGALL,torch.Size([768]),0,"{'pearson': {'mean': np.float64(0.3998583127890443), 'wmean': np.float64(0.39644867937372)}, 'spearman': {'mean': np.float64(0.5078160622958694), 'wmean': np.float64(0.5122668581875415)}}","{'pearson': {'mean': np.float64(0.3566917421719738), 'wmean': np.float64(0.40835140707350814)}, 'spearman': {'mean': np.float64(0.3967400366002462), 'wmean': np.float64(0.4582253013347792)}}","{'pearson': {'mean': np.float64(0.4550205317136231), 'wmean': np.float64(0.4571296852786638)}, 'spearman': {'mean': np.float64(0.5370541436886077), 'wmean': np.float64(0.5445101306999941)}}","{'pearson': {'mean': np.float64(0.43868484505593475), 'wmean': np.float64(0.4337832174904175)}, 'spearman': {'mean': np.float64(0.5402184378842003), 'wmean': np.float64(0.5392413961758068)}}","{'pearson': {'mean': np.float64(0.5382529102322575), 'wmean': np.float64(0.543601753687848)}, 'spearman': {'mean': np.float64(0.6117606230164606), 'wmean': np.float64(0.6192680693146144)}}"
roberta-base,CLS+AVG_AVGALL,torch.Size([1536]),0,"{'pearson': {'mean': np.float64(0.2917415962074136), 'wmean': np.float64(0.26501925638075646)}, 'spearman': {'mean': np.float64(0.4083704580656008), 'wmean': np.float64(0.399863457401121)}}","{'pearson': {'mean': np.float64(0.1009255980184078), 'wmean': np.float64(0.11720370847774497)}, 'spearman': {'mean': np.float64(0.20278930047308752), 'wmean': np.float64(0.24107569393788333)}}","{'pearson': {'mean': np.float64(0.14018888715130304), 'wmean': np.float64(0.16015816060455385)}, 'spearman': {'mean': np.float64(0.26266047279205396), 'wmean': np.float64(0.2858145843382538)}}","{'pearson': {'mean': np.float64(0.24775277047394476), 'wmean': np.float64(0.2975819655258197)}, 'spearman': {'mean': np.float64(0.34615216660605663), 'wmean': np.float64(0.4019203090370417)}}","{'pearson': {'mean': np.float64(0.33854630879818287), 'wmean': np.float64(0.34871742935557426)}, 'spearman': {'mean': np.float64(0.46800961813008807), 'wmean': np.float64(0.4787023251975191)}}"
roberta-base,CLS+SUM_AVGALL,torch.Size([1536]),0,"{'pearson': {'mean': np.float64(0.29544297976602696), 'wmean': np.float64(0.2689242251371861)}, 'spearman': {'mean': np.float64(0.41173846219761145), 'wmean': np.float64(0.4031214991611138)}}","{'pearson': {'mean': np.float64(0.1001619623716528), 'wmean': np.float64(0.11608065162147253)}, 'spearman': {'mean': np.float64(0.2022514863441456), 'wmean': np.float64(0.24003120255953445)}}","{'pearson': {'mean': np.float64(0.1394326586644214), 'wmean': np.float64(0.15997263533353234)}, 'spearman': {'mean': np.float64(0.2605756125224313), 'wmean': np.float64(0.2843538661568908)}}","{'pearson': {'mean': np.float64(0.24576534760858104), 'wmean': np.float64(0.29629105013530743)}, 'spearman': {'mean': np.float64(0.34444547927436114), 'wmean': np.float64(0.4006301892150012)}}","{'pearson': {'mean': np.float64(0.33598758979501975), 'wmean': np.float64(0.3461511943040449)}, 'spearman': {'mean': np.float64(0.46555225890091123), 'wmean': np.float64(0.4761677428049765)}}"
